hotel,date,room_type,capacity,occupied,adr,room_revenue,fnb_revenue,spa_revenue,other_revenue,total_revenue,rooms_cost,fnb_cost,spa_cost,other_cost,total_cost,channel,occupancy_rate,revpar,gop,goppar
Hôtel des Îles,2024-10-27,Double,30,14,111.27,1557.78,316.39,19.8,172.05,2066.02,265.29,126.64,6.56,100.99,499.48,Direct,0.4666666666666667,51.926,1566.54,52.217999999999996
Hôtel des Îles,2024-10-27,Deluxe,15,4,147.1,588.4,58.79,12.8,201.88,861.87,127.95,23.83,2.73,90.09,244.6,Direct,0.26666666666666666,39.22666666666667,617.27,41.15133333333333
Hôtel des Îles,2024-10-27,Suite,5,1,248.75,248.75,13.52,13.21,242.68,518.16,58.21,5.91,2.78,103.29,170.19,Direct,0.2,49.75,347.96999999999997,69.594
Hôtel des Îles,2024-10-28,Single,10,6,48.9,293.4,71.71,14.28,119.9,499.29,49.03,20.1,3.5,45.0,117.63,Corporate,0.6,29.339999999999996,381.66,38.166000000000004
Hôtel des Îles,2024-10-28,Double,30,14,90.74,1270.36,80.71,71.94,158.71,1581.72,206.13,27.58,21.36,55.51,310.58,Agency,0.4666666666666667,42.34533333333333,1271.14,42.37133333333334
Hôtel des Îles,2024-10-28,Deluxe,15,9,175.4,1578.6,251.13,7.86,152.5,1990.09,427.74,85.85,1.65,81.72,596.96,Direct,0.6,105.24,1393.1299999999999,92.87533333333333
Hôtel des Îles,2024-10-28,Suite,5,2,324.99,649.98,59.13,45.65,225.92,980.68,182.38,17.61,13.25,134.53,347.77,Corporate,0.4,129.996,632.91,126.582
Hôtel des Îles,2024-10-29,Single,10,2,59.39,118.78,17.77,1.0,181.36,318.91,32.46,5.79,0.36,106.88,145.49,Direct,0.2,11.878,173.42000000000002,17.342000000000002
Hôtel des Îles,2024-10-29,Double,30,14,81.98,1147.72,240.54,36.36,233.02,1657.64,263.92,67.73,12.33,125.36,469.34,Direct,0.4666666666666667,38.257333333333335,1188.3000000000002,39.61000000000001
Hôtel des Îles,2024-10-29,Deluxe,15,9,129.07,1161.63,265.78,60.8,80.42,1568.63,250.97,99.15,13.17,45.42,408.71,Corporate,0.6,77.44200000000001,1159.92,77.328
Hôtel des Îles,2024-10-29,Suite,5,2,277.13,554.26,125.48,18.96,82.45,781.15,84.19,45.42,5.79,42.53,177.93,Corporate,0.4,110.852,603.22,120.644
Hôtel des Îles,2024-10-30,Single,10,3,51.95,155.85,24.65,8.86,112.87,302.23,34.39,10.21,2.59,45.98,93.17,OTA,0.3,15.584999999999999,209.06,20.906
Hôtel des Îles,2024-10-30,Double,30,17,83.94,1426.98,100.07,27.38,78.39,1632.82,288.52,34.03,9.58,38.83,370.96,OTA,0.5666666666666667,47.566,1261.86,42.062
Hôtel des Îles,2024-10-30,Deluxe,15,6,140.76,844.56,63.56,45.69,115.02,1068.83,213.63,16.78,10.74,64.03,305.18,Direct,0.4,56.303999999999995,763.6499999999999,50.90999999999999
Hôtel des Îles,2024-10-30,Suite,5,3,337.56,1012.68,112.47,17.23,56.64,1199.02,198.07,42.81,6.68,31.8,279.36,Corporate,0.6,202.536,919.66,183.932
Hôtel des Îles,2024-10-31,Single,10,6,47.88,287.28,46.56,2.55,139.41,475.8,62.93,19.69,0.79,57.73,141.14,Agency,0.6,28.727999999999998,334.66,33.466
Hôtel des Îles,2024-10-31,Double,30,11,88.91,978.01,103.68,67.16,108.44,1257.29,280.31,41.55,24.24,33.12,379.22,Agency,0.36666666666666664,32.60033333333333,878.0699999999999,29.269
Hôtel des Îles,2024-10-31,Deluxe,15,8,153.19,1225.52,88.87,68.99,158.14,1541.52,201.57,26.52,13.97,69.68,311.74,Direct,0.5333333333333333,81.70133333333334,1229.78,81.98533333333333
Hôtel des Îles,2024-10-31,Suite,5,3,328.42,985.26,225.09,14.61,65.79,1290.75,183.19,92.04,3.02,31.24,309.49,Agency,0.6,197.052,981.26,196.252
Hôtel des Îles,2024-11-01,Single,10,6,52.66,315.96,23.06,2.37,231.93,573.32,79.11,9.59,0.89,109.36,198.95,OTA,0.6,31.595999999999997,374.37000000000006,37.437000000000005
Hôtel des Îles,2024-11-01,Double,30,14,68.03,952.42,217.63,33.78,171.42,1375.25,233.05,80.16,11.5,63.64,388.35,OTA,0.4666666666666667,31.747333333333334,986.9,32.89666666666667
Hôtel des Îles,2024-11-01,Deluxe,15,5,148.48,742.4,126.3,44.16,151.25,1064.11,181.97,33.37,11.08,61.79,288.21,OTA,0.3333333333333333,49.49333333333333,775.8999999999999,51.72666666666666
Hôtel des Îles,2024-11-01,Suite,5,1,256.68,256.68,44.19,5.76,91.4,398.03,58.39,11.1,1.16,33.43,104.08,Direct,0.2,51.336,293.95,58.79
Hôtel des Îles,2024-11-02,Single,10,3,70.84,212.52,23.1,15.84,129.4,380.86,34.65,8.63,3.53,52.22,99.03,OTA,0.3,21.252000000000002,281.83000000000004,28.183000000000003
Hôtel des Îles,2024-11-02,Double,30,17,89.27,1517.59,203.91,49.9,231.52,2002.92,390.18,75.77,13.07,126.67,605.69,Agency,0.5666666666666667,50.58633333333333,1397.23,46.574333333333335
Hôtel des Îles,2024-11-02,Deluxe,15,9,125.83,1132.47,143.56,41.33,123.81,1441.17,190.43,47.92,14.48,39.78,292.61,Direct,0.6,75.498,1148.56,76.57066666666667
Hôtel des Îles,2024-11-02,Suite,5,2,316.44,632.88,106.79,0.51,177.22,917.4,181.63,39.78,0.19,91.66,313.26,Direct,0.4,126.576,604.14,120.828
Hôtel des Îles,2024-11-03,Single,10,7,60.58,424.06,62.42,19.58,58.75,564.81,71.43,22.58,5.26,30.48,129.75,OTA,0.7,42.406,435.05999999999995,43.50599999999999
Hôtel des Îles,2024-11-03,Double,30,17,111.3,1892.1,210.52,119.43,139.28,2361.33,510.41,87.26,44.37,80.08,722.12,OTA,0.5666666666666667,63.07,1639.21,54.64033333333334
Hôtel des Îles,2024-11-03,Deluxe,15,6,171.71,1030.26,193.36,30.87,83.37,1337.86,221.07,53.85,11.67,33.66,320.25,Direct,0.4,68.684,1017.6099999999999,67.84066666666666
Hôtel des Îles,2024-11-03,Suite,5,0,251.63,0.0,0.0,0.0,185.42,185.42,0.0,0.0,0.0,110.59,110.59,OTA,0.0,0.0,74.82999999999998,14.965999999999998
Hôtel des Îles,2024-11-04,Single,10,6,59.54,357.24,86.74,10.98,57.8,512.76,55.24,28.42,2.55,17.74,103.95,Corporate,0.6,35.724000000000004,408.81,40.881
Hôtel des Îles,2024-11-04,Double,30,14,86.45,1210.3,206.46,80.05,246.8,1743.61,233.9,91.3,22.25,102.58,450.03,Direct,0.4666666666666667,40.343333333333334,1293.58,43.11933333333333
Hôtel des Îles,2024-11-04,Deluxe,15,7,171.46,1200.22,260.12,42.29,110.47,1613.1,226.72,75.16,8.95,44.49,355.32,Direct,0.4666666666666667,80.01466666666667,1257.78,83.852
Hôtel des Îles,2024-11-04,Suite,5,4,269.57,1078.28,149.67,54.02,147.78,1429.75,226.73,67.17,20.31,71.97,386.18,OTA,0.8,215.656,1043.57,208.714
Hôtel des Îles,2024-11-05,Single,10,5,55.52,277.6,44.03,5.06,242.81,569.5,79.51,17.37,1.55,136.21,234.64,Direct,0.5,27.76,334.86,33.486000000000004
Hôtel des Îles,2024-11-05,Double,30,17,85.88,1459.96,348.65,17.38,142.54,1968.53,433.82,120.87,6.48,67.94,629.11,OTA,0.5666666666666667,48.665333333333336,1339.42,44.647333333333336
Hôtel des Îles,2024-11-05,Deluxe,15,6,144.81,868.86,129.0,40.13,223.12,1261.11,258.15,42.77,14.67,118.11,433.7,OTA,0.4,57.924,827.4099999999999,55.16066666666666
Hôtel des Îles,2024-11-05,Suite,5,4,305.35,1221.4,267.97,87.27,62.49,1639.13,345.07,91.02,26.36,30.49,492.94,Agency,0.8,244.28000000000003,1146.19,229.238
Hôtel des Îles,2024-11-06,Single,10,2,79.57,159.14,12.24,3.81,121.74,296.93,43.07,3.74,0.92,71.49,119.22,Direct,0.2,15.913999999999998,177.71,17.771
Hôtel des Îles,2024-11-06,Double,30,22,96.16,2115.52,419.07,24.18,200.69,2759.46,561.33,159.96,8.54,111.14,840.97,OTA,0.7333333333333333,70.51733333333333,1918.49,63.949666666666666
Hôtel des Îles,2024-11-06,Deluxe,15,5,107.19,535.95,33.87,14.96,72.2,656.98,145.37,14.89,3.21,42.35,205.82,OTA,0.3333333333333333,35.730000000000004,451.16,30.077333333333335
Hôtel des Îles,2024-11-06,Suite,5,2,297.5,595.0,35.73,3.47,130.57,764.77,115.6,10.59,0.89,70.64,197.72,Agency,0.4,119.0,567.05,113.41
Hôtel des Îles,2024-11-07,Single,10,4,57.22,228.88,40.76,17.93,170.7,458.27,46.62,15.47,4.03,96.72,162.84,OTA,0.4,22.887999999999998,295.42999999999995,29.542999999999996
Hôtel des Îles,2024-11-07,Double,30,14,104.87,1468.18,144.45,83.86,214.51,1911.0,397.28,52.07,25.5,73.55,548.4,Corporate,0.4666666666666667,48.93933333333334,1362.6,45.419999999999995
Hôtel des Îles,2024-11-07,Deluxe,15,6,146.7,880.2,53.57,52.72,113.52,1100.01,132.05,18.87,11.04,43.46,205.42,OTA,0.4,58.68,894.59,59.63933333333333
Hôtel des Îles,2024-11-07,Suite,5,1,247.85,247.85,30.25,5.36,218.54,502.0,48.83,12.34,2.03,94.0,157.2,Agency,0.2,49.57,344.8,68.96000000000001
Hôtel des Îles,2024-11-08,Single,10,4,59.34,237.36,45.28,0.08,83.39,366.11,60.99,17.35,0.03,44.06,122.43,Agency,0.4,23.736,243.68,24.368000000000002
Hôtel des Îles,2024-11-08,Double,30,16,86.21,1379.36,82.26,39.73,241.36,1742.71,310.44,27.68,11.58,87.53,437.23,OTA,0.5333333333333333,45.97866666666666,1305.48,43.516
Hôtel des Îles,2024-11-08,Deluxe,15,7,132.07,924.49,167.77,34.93,226.03,1353.22,168.59,64.69,11.23,87.83,332.34,Direct,0.4666666666666667,61.632666666666665,1020.8800000000001,68.05866666666667
Hôtel des Îles,2024-11-08,Suite,5,3,325.71,977.13,188.24,15.57,228.04,1408.98,188.69,60.91,3.29,76.04,328.93,OTA,0.6,195.426,1080.05,216.01
Hôtel des Îles,2024-11-09,Single,10,4,44.75,179.0,23.42,7.6,169.03,379.05,27.12,8.03,2.98,77.03,115.16,OTA,0.4,17.9,263.89,26.389
Hôtel des Îles,2024-11-09,Double,30,13,98.62,1282.06,96.3,1.74,204.03,1584.13,347.53,26.39,0.44,62.28,436.64,Direct,0.43333333333333335,42.73533333333333,1147.4900000000002,38.24966666666668
Hôtel des Îles,2024-11-09,Deluxe,15,9,159.77,1437.93,352.06,97.44,54.72,1942.15,409.5,143.16,34.7,23.93,611.29,OTA,0.6,95.86200000000001,1330.8600000000001,88.724
Hôtel des Îles,2024-11-09,Suite,5,2,326.46,652.92,40.2,50.03,238.54,981.69,174.84,18.02,15.45,140.46,348.77,Direct,0.4,130.584,632.9200000000001,126.58400000000002
Hôtel des Îles,2024-11-10,Single,10,4,53.38,213.52,44.04,9.88,79.39,346.83,58.01,16.61,2.74,39.87,117.23,Direct,0.4,21.352,229.59999999999997,22.959999999999997
Hôtel des Îles,2024-11-10,Double,30,13,95.6,1242.8,238.05,6.18,79.46,1566.49,187.88,89.55,1.79,27.04,306.26,Agency,0.43333333333333335,41.42666666666666,1260.23,42.007666666666665
Hôtel des Îles,2024-11-10,Deluxe,15,7,129.4,905.8,95.06,58.48,141.93,1201.27,210.13,31.99,12.21,49.64,303.97,OTA,0.4666666666666667,60.38666666666666,897.3,59.82
Hôtel des Îles,2024-11-10,Suite,5,2,278.49,556.98,76.53,26.45,64.62,724.58,135.54,34.15,6.3,34.75,210.74,Agency,0.4,111.396,513.84,102.768
Hôtel des Îles,2024-11-11,Single,10,7,60.27,421.89,81.71,8.35,178.12,690.07,105.47,23.09,2.61,94.67,225.84,OTA,0.7,42.189,464.23,46.423
Hôtel des Îles,2024-11-11,Double,30,9,97.25,875.25,171.35,6.68,135.74,1189.02,135.12,59.32,2.22,45.55,242.21,Direct,0.3,29.175,946.81,31.560333333333332
Hôtel des Îles,2024-11-11,Deluxe,15,7,144.95,1014.65,243.7,46.85,121.42,1426.62,272.06,73.16,14.66,49.49,409.37,OTA,0.4666666666666667,67.64333333333333,1017.2499999999999,67.81666666666666
Hôtel des Îles,2024-11-11,Suite,5,2,287.45,574.9,138.03,26.75,137.32,877.0,136.26,48.77,9.41,52.83,247.27,OTA,0.4,114.97999999999999,629.73,125.946
Hôtel des Îles,2024-11-12,Single,10,7,74.11,518.77,47.17,24.53,87.23,677.7,103.62,19.86,5.92,28.03,157.43,Direct,0.7,51.876999999999995,520.27,52.027
Hôtel des Îles,2024-11-12,Double,30,19,92.39,1755.41,204.4,97.41,204.22,2261.44,435.69,57.3,36.55,94.29,623.83,Direct,0.6333333333333333,58.51366666666667,1637.6100000000001,54.587
Hôtel des Îles,2024-11-12,Deluxe,15,7,125.37,877.59,97.23,16.18,50.29,1041.29,227.65,43.11,3.96,25.09,299.81,OTA,0.4666666666666667,58.506,741.48,49.432
Hôtel des Îles,2024-11-12,Suite,5,4,220.75,883.0,188.39,12.83,124.19,1208.41,251.91,77.49,5.09,65.36,399.85,OTA,0.8,176.6,808.5600000000001,161.71200000000002
Hôtel des Îles,2024-11-13,Single,10,5,54.02,270.1,22.54,16.87,166.75,476.26,79.09,5.83,4.27,80.12,169.31,Direct,0.5,27.01,306.95,30.695
Hôtel des Îles,2024-11-13,Double,30,16,93.0,1488.0,184.3,111.06,215.5,1998.86,378.82,72.41,32.47,124.19,607.89,OTA,0.5333333333333333,49.6,1390.9699999999998,46.36566666666666
Hôtel des Îles,2024-11-13,Deluxe,15,9,129.28,1163.52,138.54,31.24,245.71,1579.01,324.02,54.06,10.79,115.15,504.02,Agency,0.6,77.568,1074.99,71.666
Hôtel des Îles,2024-11-13,Suite,5,2,293.96,587.92,74.59,1.18,217.8,881.49,89.19,29.15,0.46,93.94,212.74,Direct,0.4,117.58399999999999,668.75,133.75
Hôtel des Îles,2024-11-14,Single,10,6,61.93,371.58,82.69,5.33,210.0,669.6,86.54,27.23,1.21,117.51,232.49,Direct,0.6,37.158,437.11,43.711
Hôtel des Îles,2024-11-14,Double,30,13,85.3,1108.9,110.99,55.43,164.35,1439.67,304.86,47.86,11.22,82.54,446.48,Direct,0.43333333333333335,36.96333333333334,993.19,33.10633333333333
Hôtel des Îles,2024-11-14,Deluxe,15,8,165.0,1320.0,154.19,77.37,130.91,1682.47,211.53,62.72,19.9,56.27,350.42,OTA,0.5333333333333333,88.0,1332.05,88.80333333333333
Hôtel des Îles,2024-11-14,Suite,5,2,280.07,560.14,103.23,28.33,89.8,781.5,119.17,41.31,6.24,34.43,201.15,Direct,0.4,112.02799999999999,580.35,116.07000000000001
Hôtel des Îles,2024-11-15,Single,10,5,46.72,233.6,44.6,7.9,119.3,405.4,48.97,13.51,1.9,53.08,117.46,Direct,0.5,23.36,287.94,28.794
Hôtel des Îles,2024-11-15,Double,30,13,90.83,1180.79,76.89,89.87,109.46,1457.01,193.43,28.43,29.18,54.13,305.17,Direct,0.43333333333333335,39.35966666666666,1151.84,38.394666666666666
Hôtel des Îles,2024-11-15,Deluxe,15,3,108.5,325.5,33.92,15.56,223.22,598.2,95.05,9.2,3.59,130.23,238.07,OTA,0.2,21.7,360.13000000000005,24.00866666666667
Hôtel des Îles,2024-11-15,Suite,5,4,306.78,1227.12,161.53,1.51,166.59,1556.75,230.66,54.93,0.59,69.92,356.1,Corporate,0.8,245.42399999999998,1200.65,240.13000000000002
Hôtel des Îles,2024-11-16,Single,10,4,51.36,205.44,28.11,4.25,136.88,374.68,53.11,7.08,1.35,66.25,127.79,OTA,0.4,20.544,246.89,24.689
Hôtel des Îles,2024-11-16,Double,30,13,93.16,1211.08,239.48,1.33,99.68,1551.57,220.61,72.84,0.33,31.77,325.55,OTA,0.43333333333333335,40.36933333333333,1226.02,40.867333333333335
Hôtel des Îles,2024-11-16,Deluxe,15,9,148.16,1333.44,286.15,99.5,158.85,1877.94,240.08,106.84,34.68,82.82,464.42,OTA,0.6,88.896,1413.52,94.23466666666667
Hôtel des Îles,2024-11-16,Suite,5,1,354.55,354.55,36.79,10.45,229.07,630.86,88.63,14.99,3.04,112.03,218.69,Direct,0.2,70.91,412.17,82.434
Hôtel des Îles,2024-11-17,Single,10,6,43.85,263.1,16.52,17.36,108.48,405.46,56.98,4.2,4.52,48.9,114.6,Direct,0.6,26.310000000000002,290.86,29.086000000000002
Hôtel des Îles,2024-11-17,Double,30,15,107.32,1609.8,131.84,20.67,64.1,1826.41,286.3,50.47,7.78,34.89,379.44,OTA,0.5,53.66,1446.97,48.23233333333334
Hôtel des Îles,2024-11-17,Deluxe,15,5,141.99,709.95,111.54,20.27,120.76,962.52,194.73,45.49,5.3,69.33,314.85,Agency,0.3333333333333333,47.330000000000005,647.67,43.178
Hôtel des Îles,2024-11-17,Suite,5,2,225.94,451.88,72.61,18.19,88.77,631.45,125.99,27.98,6.69,49.5,210.16,OTA,0.4,90.376,421.2900000000001,84.25800000000001
Hôtel des Îles,2024-11-18,Single,10,5,48.97,244.85,46.23,4.5,73.51,369.09,42.8,11.58,1.55,38.2,94.13,OTA,0.5,24.485,274.96,27.496
Hôtel des Îles,2024-11-18,Double,30,18,74.9,1348.2,207.41,65.55,99.07,1720.23,213.91,68.07,16.18,36.25,334.41,Agency,0.6,44.940000000000005,1385.82,46.193999999999996
Hôtel des Îles,2024-11-18,Deluxe,15,7,166.83,1167.81,221.05,65.6,84.34,1538.8,262.78,73.48,24.54,41.28,402.08,OTA,0.4666666666666667,77.854,1136.72,75.78133333333334
Hôtel des Îles,2024-11-18,Suite,5,4,243.68,974.72,183.65,16.08,128.37,1302.82,277.16,53.42,4.85,54.66,390.09,Direct,0.8,194.94400000000002,912.73,182.546
Hôtel des Îles,2024-11-19,Single,10,4,59.54,238.16,44.71,4.83,52.0,339.7,61.57,15.97,1.77,28.41,107.72,Corporate,0.4,23.816,231.98,23.198
Hôtel des Îles,2024-11-19,Double,30,15,82.49,1237.35,273.45,87.36,143.26,1741.42,199.65,89.57,31.51,81.73,402.46,Direct,0.5,41.245,1338.96,44.632
Hôtel des Îles,2024-11-19,Deluxe,15,10,149.92,1499.2,94.92,77.76,64.82,1736.7,309.32,38.99,22.29,38.84,409.44,OTA,0.6666666666666666,99.94666666666667,1327.26,88.484
Hôtel des Îles,2024-11-19,Suite,5,3,252.62,757.86,93.91,28.15,194.55,1074.47,188.34,36.79,5.68,71.07,301.88,OTA,0.6,151.572,772.59,154.518
Hôtel des Îles,2024-11-20,Single,10,5,62.69,313.45,62.8,20.14,153.6,549.99,53.62,24.13,6.53,80.28,164.56,Direct,0.5,31.345,385.43,38.543
Hôtel des Îles,2024-11-20,Double,30,17,95.56,1624.52,275.24,85.01,227.83,2212.6,384.72,103.62,19.66,100.74,608.74,OTA,0.5666666666666667,54.150666666666666,1603.86,53.461999999999996
Hôtel des Îles,2024-11-20,Deluxe,15,9,124.84,1123.56,151.65,81.6,151.41,1508.22,200.2,40.25,27.68,62.81,330.94,Corporate,0.6,74.904,1177.28,78.48533333333333
Hôtel des Îles,2024-11-20,Suite,5,2,295.61,591.22,140.6,30.1,114.9,876.82,112.58,40.52,10.2,42.01,205.31,OTA,0.4,118.244,671.51,134.302
Hôtel des Îles,2024-11-21,Single,10,6,70.45,422.7,37.01,2.99,189.79,652.49,86.76,12.45,0.62,71.72,171.55,Direct,0.6,42.269999999999996,480.94,48.094
Hôtel des Îles,2024-11-21,Double,30,12,71.22,854.64,97.95,61.39,227.62,1241.6,169.9,42.14,24.51,124.65,361.2,Corporate,0.4,28.488,880.3999999999999,29.34666666666666
Hôtel des Îles,2024-11-21,Deluxe,15,9,163.23,1469.07,310.46,100.84,249.53,2129.9,273.58,80.12,28.46,84.6,466.76,Direct,0.6,97.938,1663.14,110.876
Hôtel des Îles,2024-11-21,Suite,5,3,207.51,622.53,60.01,0.72,202.87,886.13,151.62,24.15,0.15,111.81,287.73,OTA,0.6,124.506,598.4,119.67999999999999
Hôtel des Îles,2024-11-22,Single,10,5,69.67,348.35,86.44,21.09,138.46,594.34,89.22,28.34,5.18,66.33,189.07,Agency,0.5,34.835,405.27000000000004,40.527
Hôtel des Îles,2024-11-22,Double,30,11,64.8,712.8,120.2,3.04,140.95,976.99,179.07,46.34,0.83,82.1,308.34,Direct,0.36666666666666664,23.759999999999998,668.6500000000001,22.288333333333338
Hôtel des Îles,2024-11-22,Deluxe,15,8,113.77,910.16,73.94,46.3,169.86,1200.26,161.01,28.91,13.47,84.99,288.38,Corporate,0.5333333333333333,60.67733333333333,911.88,60.792
Hôtel des Îles,2024-11-22,Suite,5,4,278.53,1114.12,269.82,47.77,147.7,1579.41,234.28,75.75,15.02,56.58,381.63,Agency,0.8,222.82399999999998,1197.7800000000002,239.55600000000004
Hôtel des Îles,2024-11-23,Single,10,5,42.61,213.05,36.51,15.02,226.58,491.16,53.02,10.67,5.6,128.21,197.5,Direct,0.5,21.305,293.66,29.366000000000003
Hôtel des Îles,2024-11-23,Double,30,14,82.42,1153.88,282.33,42.93,219.48,1698.62,183.88,89.51,9.16,130.06,412.61,Corporate,0.4666666666666667,38.46266666666667,1286.0099999999998,42.86699999999999
Hôtel des Îles,2024-11-23,Deluxe,15,6,126.81,760.86,109.43,16.35,70.2,956.84,133.24,30.58,6.45,37.05,207.32,Agency,0.4,50.724000000000004,749.52,49.967999999999996
Hôtel des Îles,2024-11-23,Suite,5,3,218.32,654.96,63.2,6.79,101.29,826.24,133.15,24.32,1.44,36.78,195.69,Corporate,0.6,130.99200000000002,630.55,126.10999999999999
Hôtel des Îles,2024-11-24,Single,10,7,68.81,481.67,78.36,30.97,77.43,668.43,114.21,27.51,7.09,37.72,186.53,Direct,0.7,48.167,481.9,48.19
Hôtel des Îles,2024-11-24,Double,30,15,80.0,1200.0,73.67,40.19,141.69,1455.55,310.5,26.88,13.4,75.54,426.32,Corporate,0.5,40.0,1029.23,34.30766666666667
Hôtel des Îles,2024-11-24,Deluxe,15,9,116.31,1046.79,154.8,62.11,148.51,1412.21,232.89,64.65,16.91,82.86,397.31,OTA,0.6,69.786,1014.9000000000001,67.66000000000001
Hôtel des Îles,2024-11-24,Suite,5,3,248.01,744.03,178.78,10.45,163.55,1096.81,176.26,62.2,3.44,60.34,302.24,OTA,0.6,148.80599999999998,794.5699999999999,158.914
Hôtel des Îles,2024-11-25,Single,10,6,51.08,306.48,32.4,5.36,86.57,430.81,83.93,9.95,2.07,51.16,147.11,OTA,0.6,30.648000000000003,283.7,28.369999999999997
Hôtel des Îles,2024-11-25,Double,30,18,83.84,1509.12,243.51,102.03,209.19,2063.85,266.01,93.64,24.91,76.45,461.01,Corporate,0.6,50.303999999999995,1602.84,53.428
Hôtel des Îles,2024-11-25,Deluxe,15,9,167.08,1503.72,120.91,55.14,120.24,1800.01,246.71,41.98,21.18,37.52,347.39,Direct,0.6,100.248,1452.62,96.84133333333332
Hôtel des Îles,2024-11-25,Suite,5,3,175.17,525.51,106.21,6.49,147.45,785.66,112.72,39.23,2.6,78.27,232.82,OTA,0.6,105.102,552.8399999999999,110.56799999999998
Hôtel des Îles,2024-11-26,Single,10,4,54.01,216.04,50.15,8.81,150.26,425.26,34.03,12.89,2.73,64.83,114.48,Corporate,0.4,21.604,310.78,31.077999999999996
Hôtel des Îles,2024-11-26,Double,30,18,84.91,1528.38,262.37,34.36,84.7,1909.81,316.32,107.65,9.57,44.49,478.03,Direct,0.6,50.946000000000005,1431.78,47.726
Hôtel des Îles,2024-11-26,Deluxe,15,6,154.86,929.16,118.43,4.92,53.83,1106.34,254.62,42.04,1.75,19.93,318.34,Direct,0.4,61.943999999999996,788.0,52.53333333333333
Hôtel des Îles,2024-11-26,Suite,5,5,268.59,1342.95,231.38,72.9,113.51,1760.74,372.29,101.68,27.48,59.22,560.67,Direct,1.0,268.59000000000003,1200.0700000000002,240.01400000000004
Hôtel des Îles,2024-11-27,Single,10,6,69.91,419.46,27.6,14.86,102.21,564.13,84.52,11.51,5.75,36.36,138.14,OTA,0.6,41.946,425.99,42.599000000000004
Hôtel des Îles,2024-11-27,Double,30,12,76.23,914.76,90.86,34.47,182.38,1222.47,240.29,36.41,10.88,104.2,391.78,Corporate,0.4,30.492,830.69,27.689666666666668
Hôtel des Îles,2024-11-27,Deluxe,15,6,105.85,635.1,144.12,45.5,231.84,1056.56,125.17,55.95,11.57,82.81,275.5,Direct,0.4,42.34,781.06,52.07066666666666
Hôtel des Îles,2024-11-27,Suite,5,3,237.19,711.57,111.21,16.39,148.56,987.73,138.75,41.06,4.7,51.9,236.41,Direct,0.6,142.31400000000002,751.32,150.264
Hôtel des Îles,2024-11-28,Single,10,5,57.23,286.15,67.62,18.79,163.32,535.88,71.12,29.05,5.26,65.01,170.44,Direct,0.5,28.615,365.44,36.544
Hôtel des Îles,2024-11-28,Double,30,13,91.12,1184.56,87.35,92.92,92.94,1457.77,189.63,32.23,32.32,28.79,282.97,OTA,0.43333333333333335,39.48533333333333,1174.8,39.16
Hôtel des Îles,2024-11-28,Deluxe,15,8,138.68,1109.44,132.58,4.47,60.55,1307.04,281.58,45.29,1.1,29.32,357.29,Direct,0.5333333333333333,73.96266666666666,949.75,63.31666666666667
Hôtel des Îles,2024-11-28,Suite,5,2,313.03,626.06,75.23,18.16,211.14,930.59,124.73,21.95,3.94,92.9,243.52,OTA,0.4,125.21199999999999,687.07,137.41400000000002
Hôtel des Îles,2024-11-29,Single,10,4,54.44,217.76,27.64,8.0,110.66,364.06,63.12,7.57,3.09,55.9,129.68,OTA,0.4,21.776,234.38,23.438
Hôtel des Îles,2024-11-29,Double,30,21,82.1,1724.1,421.08,77.54,192.95,2415.67,276.32,140.44,17.31,93.36,527.43,Agency,0.7,57.47,1888.2400000000002,62.94133333333334
Hôtel des Îles,2024-11-29,Deluxe,15,7,96.29,674.03,146.08,43.93,172.37,1036.41,138.86,43.98,9.72,70.06,262.62,OTA,0.4666666666666667,44.93533333333333,773.7900000000001,51.586000000000006
